Time	Price	% Diff	Action	Trade
00:00:59	8910.1906490329	0	H
00:01:59	8934.3633475693	0.2712927196347246	H
00:02:59	8943.1348984373	0.09817768235702883	H
00:03:59	8951.7002008475	0.09577516729280293	H
00:04:59	8961.4627040896	0.10905753122938451	S
00:05:59	8958.1319348098	-0.03716769672297922	H
00:06:59	8948.4398734527	-0.10819288471783245	B
00:07:59	8970.5620223531	0.24721794204629818	S
00:08:59	8963.9361756177	-0.07386211386632825	H
00:09:59	8959.4485339098	-0.05006329384749367	B
00:10:59	8975.3263459449	0.17721863097943125	H
00:11:59	8980.9911839455	0.06311567716040153	S
00:12:59	8978.6607453297	-0.02594856812648513	H
00:13:59	8974.4935972186	-0.04641168910706702	H
00:14:59	8968.3116678812	-0.0688833221666693	H
00:15:59	8964.0675191808	-0.04732383148100958	B
00:16:59	8973.8699244075	0.10935220206367885	H
00:17:59	8974.8503196376	0.010924999340967939	H
00:18:59	8979.731614105	0.054388589152495566	S
00:19:59	8973.4045410928	-0.07045948903708919	B
00:20:59	8977.6448624737	0.04725432093786731	S
00:21:59	8976.7464416917	-0.010007310333210442	H
00:22:59	8975.7947873326	-0.010601328279475224	B
00:23:59	8977.0100472807	0.013539301832262535	H
00:24:59	8991.6848672675	0.16347113247628642	S
00:25:59	8985.161012436	-0.07255430909561623	H
00:26:59	8982.6776212277	-0.027638805858485414	H
00:27:59	8981.6858068557	-0.011041411189651875	H
00:28:59	8973.306756849	-0.0932903932166407	H
00:29:59	8970.5455494272	-0.030771347694024204	H
00:30:59	8969.0368890869	-0.016817933000697127	H
00:31:59	8951.3337282163	-0.19738084578669263	B
00:32:59	8962.8469944028	0.12862067861696316	H
00:33:59	8972.0624931366	0.1028188781929992	S
00:34:59	8971.6017100394	-0.005135754432745559	B
00:35:59	8972.7946094813	0.01329639322446315	H
00:36:59	8973.0441140171	0.00278067811267303	S
00:37:59	8967.4928821918	-0.06186564731837938	H
00:38:59	8961.2114556521	-0.07004662977960129	B
00:39:59	8966.8364242238	0.0627701801206057	H
00:40:59	8967.0105574238	0.001941969182461312	H
00:41:59	8971.279484559	0.04760702697807065	H
00:42:59	8971.3392758366	0.0006664743608090401	S
00:43:59	8969.7744101143	-0.017442944405366246	B
00:44:59	8971.7707586456	0.022256396203777673	S
00:45:59	8954.7357281492	-0.18987367103627528	H
00:46:59	8951.8575132981	-0.03214181789924094	H
00:47:59	8951.3238987513	-0.005960936554320704	H
00:48:59	8950.953544373	-0.004137425731529132	H
00:49:59	8944.4093874505	-0.07311128239085073	B
00:50:59	8947.6449363771	0.036173980711803	H
00:51:59	8950.4070049885	0.030869224595283042	H
00:52:59	8956.0226059796	0.06274129196550693	H
00:53:59	8959.1748072063	0.035196441158991836	H
00:54:59	8963.0367664299	0.04310619344644055	S
00:55:59	8962.8723642528	-0.0018342240624819788	H
00:56:59	8955.7143314937	-0.07986315623157668	B
00:57:59	8957.6947195978	0.022113122759338716	S
00:58:59	8957.1775637141	-0.005773314450733828	H
00:59:59	8955.1191970404	-0.022980081159033282	B
01:00:59	8955.8936243992	0.008647873263993263	H
01:01:59	8959.2946406126	0.037975174293432425	S
01:02:59	8952.9689183782	-0.07060513676741288	B
01:03:59	8954.8683740643	0.021215930753436675	H
01:04:59	8965.9544452592	0.12379937629244259	H
01:05:59	8972.1307466987	0.06888615681920901	H
01:06:59	8976.2056027171	0.045416814951114194	H
01:07:59	8978.5877868656	0.026538876825408723	S
01:08:59	8974.2201135227	-0.04864543786373006	B
01:09:59	8975.1449717782	0.010305722879535689	S
01:10:59	8974.4271446175	-0.00799794502435538	H
01:11:59	8972.5493819848	-0.020923481827218184	H
01:12:59	8970.2928079371	-0.0251497534494605	H
01:13:59	8967.7714360324	-0.028108022320829838	B
01:14:59	8969.9925714667	0.02476797552372233	H
01:15:59	8970.393684703	0.004471723171491605	H
01:16:59	8971.0902029631	0.007764634246627561	H
01:17:59	8971.7108667775	0.006918488169859756	H
01:18:59	8972.8414971893	0.012602171743935965	H
01:19:59	8974.2716268907	0.01593842599190884	H
01:20:59	8978.3201402786	0.04511244540189944	S
01:21:59	8978.0689053523	-0.002798239786222799	H
01:22:59	8977.6670764177	-0.00447567220564397	H
01:23:59	8974.8029355838	-0.031902952175877075	H
01:24:59	8973.3478906073	-0.016212556274991193	H
01:25:59	8970.2713866039	-0.034284907271014624	H
01:26:59	8969.2770505513	-0.011084793422018367	B
01:27:59	8972.194741286	0.03252983176076178	S
01:28:59	8972.1893263814	-6.035206275666965e-05	H
01:29:59	8971.4455042143	-0.008290308419071218	B
01:30:59	8971.6614402545	0.0024069258415351413	H
01:31:59	8971.8632501217	0.0022494146546169127	S
01:32:59	8971.0123031925	-0.009484617692860485	H
01:33:59	8970.2633577861	-0.008348504952259092	H
01:34:59	8966.6132952861	-0.04069069495970538	H
01:35:59	8966.2511382666	-0.004038949908672289	B
01:36:59	8966.6330862118	0.004259839918708093	S
01:37:59	8966.0053666769	-0.007000615826074438	H
01:38:59	8964.7809133977	-0.013656619967572553	H
01:39:59	8954.105527602	-0.11908139082068181	H
01:40:59	8950.7080856707	-0.037942839972423	H
01:41:59	8949.7499029337	-0.010705105426622164	H
01:42:59	8949.2155164628	-0.005970965409035228	H
01:43:59	8947.4542728995	-0.019680424055718227	B
01:44:59	8948.8910457766	0.01605789572405191	H
01:45:59	8960.5190433563	0.12993786068261945	H
01:46:59	8971.0870600582	0.11793978284924848	H
01:47:59	8972.1650083114	0.01201580417159389	H
01:48:59	8972.2818744398	0.0013025410064445397	S
01:49:59	8971.2220774928	-0.01181189982471617	B
01:50:59	8971.611696295	0.00434298469969149	H
01:51:59	8973.4996006011	0.02104308980381145	H
01:52:59	8973.765044194	0.0029580832976472985	H
01:53:59	8976.3202675016	0.02847437274115854	H
01:54:59	8978.7233409873	0.026771253855556128	H
01:55:59	8985.127284912	0.07132354658334757	H
01:56:59	9061.339813805	0.8482075598525765	S
01:57:59	9060.0680701359	-0.014034830336707212	B
01:58:59	9064.9329317119	0.05369564045591361	S
01:59:59	9058.9774858412	-0.06569762750110095	B
02:00:59	9068.0319097409	0.09994973399426937	H
02:01:59	9071.7072829382	0.04053110127846226	S
02:02:59	9067.3675027043	-0.04783862726768738	H
02:03:59	9056.7667411615	-0.11691112706788644	H
02:04:59	9046.2712941158	-0.11588514252000724	H
02:05:59	9044.1475379747	-0.023476591316482897	B
02:06:59	9054.0160656837	0.10911506770055258	H
02:07:59	9054.5164832309	0.005527022964947934	H
02:08:59	9056.5927729105	0.022930983487034005	S
02:09:59	9055.1664341304	-0.01574917649346638	H
02:10:59	9043.1457042644	-0.13274996051638102	H
02:11:59	9040.8852859699	-0.024995929164712674	B
02:12:59	9049.3475429099	0.0935998707242975	H
02:13:59	9052.4838477401	0.0346578006351214	H
02:14:59	9057.8760703596	0.05956622193637182	S
02:15:59	9055.8022533855	-0.02289517937749281	H
02:16:59	9051.2631762344	-0.05012341285833991	H
02:17:59	9047.4806955798	-0.04178953347122774	H
02:18:59	9042.0399018453	-0.06013600821670408	B
02:19:59	9044.3310710406	0.025339074148875797	H
02:20:59	9051.4787101033	0.07902894096375752	H
02:21:59	9052.1063301934	0.006933895667221166	H
02:22:59	9052.1332600588	0.0002974983326301555	S
02:23:59	9021.9167269007	-0.3338056598373997	H
02:24:59	9004.9169014816	-0.18842809054545034	B
02:25:59	9014.4259427981	0.10559832389941673	H
02:26:59	9016.9590440697	0.02810052783919573	S
02:27:59	9003.6503255914	-0.1475965279786068	H
02:28:59	8984.2748144217	-0.21519617565141833	B
02:29:59	8992.6553145979	0.09327965082665143	H
02:30:59	9008.0150324286	0.17080291964229144	S
02:31:59	9000.3056972867	-0.0855830625742447	B
02:32:59	9007.4597974449	0.07948730186306471	S
02:33:59	9007.090454706	-0.004100409518402854	B
02:34:59	9007.8688535735	0.008642067839935782	S
02:35:59	8996.0855191735	-0.13081156699261443	H
02:36:59	8994.4065311601	-0.01866353993436038	B
02:37:59	9001.7919191244	0.08211089790875539	H
02:38:59	9003.4276964308	0.018171685383261874	H
02:39:59	9006.2558691428	0.0314121777545042	H
02:40:59	9007.9789225315	0.019131739245862128	H
02:41:59	9008.8362095795	0.009516974399839008	S
02:42:59	9005.5193665992	-0.036817663271243785	H
02:43:59	9003.3880148961	-0.023667171390519142	H
02:44:59	9001.3456485311	-0.02268442014962382	B
02:45:59	9002.126275694	0.00867233848560275	H
02:46:59	9003.3221577468	0.013284439877595415	H
02:47:59	9010.1561571325	0.07590530768490278	H
02:48:59	9012.351817806	0.024368730521525342	H
02:49:59	9013.5079031505	0.01282778755057939	S
02:50:59	9008.9324220367	-0.05076249073016508	H
02:51:59	9006.0242592029	-0.032280881879914604	H
02:52:59	8988.8367114447	-0.19084500844685534	H
02:53:59	8983.2072825534	-0.06262689013064483	B
02:54:59	8984.5267567272	0.014688230297917054	S
02:55:59	8974.6173619428	-0.11029400938654371	B
02:56:59	8976.5814464623	0.021884883113007174	H
02:57:59	8980.8684090942	0.04775718526555769	H
02:58:59	8986.5669938819	0.06345249176491738	S
02:59:59	8972.3373263325	-0.1583437541731734	B
03:00:59	8978.7440934875	0.07140577668872523	S
03:01:59	8958.4353853766	-0.22618651227212505	B
03:02:59	8964.0266796657	0.06241373687001311	S
03:03:59	8955.9789987229	-0.08977752108944188	B
03:04:59	8957.7653640124	0.019946063850260504	H
03:05:59	8976.1787655299	0.20555797980011872	H
03:06:59	8979.0285775728	0.031748610598588196	H
03:07:59	8982.4147792113	0.03771233835870629	S
03:08:59	8979.4528272114	-0.03297500808752104	H
03:09:59	8978.2128280626	-0.013809295206077031	H
03:10:59	8978.2057468345	-7.887124349382247e-05	B
03:11:59	8978.6769267132	0.005248040554954725	S
03:12:59	8976.8955097627	-0.019840528454698577	B
03:13:59	8979.1227459524	0.024810762108985192	H
03:14:59	8993.5077734241	0.1602052659118071	H
03:15:59	8996.456349544	0.032785607064380835	H
03:16:59	8998.445902377	0.02211485006650066	H
03:17:59	9005.8467163582	0.08224546840078582	H
03:18:59	9007.2555951171	0.01564404551034443	S
03:19:59	9002.0704109278	-0.05756674865661934	H
03:20:59	9001.2387925358	-0.009238079175543172	H
03:21:59	8995.4855174315	-0.06391648124112459	H
03:22:59	8992.9121369769	-0.028607465929583433	B
03:23:59	8995.4603261099	0.028335527960097053	H
03:24:59	9000.3578202702	0.05444406381387603	H
03:25:59	9001.2627733157	0.01005463408869391	H
03:26:59	9001.3000424454	0.00041404334745414375	S
03:27:59	9000.2398947659	-0.011777717379721884	H
03:28:59	8993.7485288258	-0.07212436575025004	H
03:29:59	8985.2684468889	-0.0942886262576705	B
03:30:59	8997.138289331	0.13210337022495802	H
03:31:59	9002.6541886601	0.06130726406241327	H
03:32:59	9011.8610676621	0.10226849559095143	H
03:33:59	9015.7662411262	0.043333706931133455	H
03:34:59	9017.3298400806	0.0173429402735224	S
03:35:59	9004.10338676	-0.14667815811517002	B
03:36:59	9022.4548337644	0.20381204231155262	H
03:37:59	9038.5898260753	0.1788315110264627	S
03:38:59	9037.0049274007	-0.01753480028519747	H
03:39:59	9027.4895771702	-0.10529318404650992	H
03:40:59	9024.1265661162	-0.03725300400794242	H
03:41:59	9023.8425239132	-0.0031475866491819356	H
03:42:59	9022.63510591	-0.013380308887260653	H
03:43:59	9022.1537680028	-0.00533478192955989	B
03:44:59	9028.6310392491	0.07179296000553376	S
03:45:59	9024.4760759882	-0.04601985885609846	H
03:46:59	9018.0245718088	-0.07148896096654503	B
03:47:59	9019.013786584	0.01096930671814953	S
03:48:59	9013.6605767439	-0.0593547140161164	H
03:49:59	9008.5972565204	-0.05617385057258743	B
03:50:59	9013.5625188512	0.055116930965109806	H
03:51:59	9013.912481281	0.0038826205406377666	S
03:52:59	9009.1688267622	-0.05262592163671623	B
03:53:59	9010.1669024952	0.01107844410725748	H
03:54:59	9011.3430006472	0.01305301183349249	H
03:55:59	9011.6062188163	0.0029209649336381835	H
03:56:59	9012.5085050178	0.01001249033293142	S
03:57:59	9012.4079609586	-0.0011156057067112956	B
03:58:59	9014.2518255271	0.02045917779673996	S
03:59:59	9012.85109227	-0.015539096135891389	H
04:00:59	9009.4677508276	-0.03753908067229111	H
04:01:59	9007.6951144587	-0.019675261823729893	H
04:02:59	8998.6755494899	-0.10013177460149193	B
04:03:59	9001.2468864008	0.028574615194850578	H
04:04:59	9003.0835792336	0.020404871191506795	S
04:05:59	9001.0879621887	-0.022165928232672334	H
04:06:59	8995.0685643052	-0.06687411464909045	B
04:07:59	8998.06486536	0.03331048599996254	H
04:08:59	9002.0893453318	0.04472606090330994	H
04:09:59	9009.0456915909	0.0772747969081962	S
04:10:59	9002.8201536642	-0.06910318961431994	H
04:11:59	8993.9326948191	-0.0987186092069456	B
04:12:59	8997.4818217304	0.039461346128877514	H
04:13:59	9000.1061122902	0.02916694483851135	S
04:14:59	8999.7645564768	-0.003795019849065521	H
04:15:59	8994.9214575838	-0.053813617707542095	B
04:16:59	8998.1009315949	0.03534743495085526	H
04:17:59	8998.4086327579	0.003419623377648025	S
04:18:59	8988.7394880227	-0.10745394135581714	B
04:19:59	8993.6814655442	0.054979650128744846	H
04:20:59	8999.3562682456	0.06309766165436083	S
04:21:59	8997.444618046	-0.021242077128836752	B
04:22:59	8997.9427939143	0.005536859513438913	S
04:23:59	8984.9771193393	-0.14409598807150803	H
04:24:59	8970.6961173477	-0.15894310916900342	B
04:25:59	8977.6592861953	0.07762127661569838	H
04:26:59	8979.1187493956	0.016256611593013615	H
04:27:59	8989.4475733147	0.11503159950740206	H
04:28:59	8992.4656830908	0.03357391821340372	S
04:29:59	8989.3019635571	-0.035181891654584685	H
04:30:59	8985.1375817573	-0.046325975216782785	H
04:31:59	8985.0948261171	-0.00047584847546243143	B
04:32:59	8989.9623900801	0.05417376285057616	S
04:33:59	8989.7278746413	-0.0026086364839428716	B
04:34:59	8989.9793576102	0.002797448069703446	S
04:35:59	8989.3655369888	-0.006827831266157443	H
04:36:59	8985.9482605297	-0.03801465681909536	B
04:37:59	8986.6762035513	0.008100903772146324	S
04:38:59	8985.1726346973	-0.016731089670359866	B
04:39:59	8985.9639887511	0.008807332768935437	S
04:40:59	8983.302554381	-0.029617683460917348	H
04:41:59	8977.0331031915	-0.06979004827621121	H
04:42:59	8975.1008615077	-0.021524279364767168	H
04:43:59	8973.9953726126	-0.01231728659275002	H
04:44:59	8970.9196655411	-0.03427355312537196	B
04:45:59	8979.4570382718	0.0951671963298614	S
04:46:59	8974.1306247654	-0.05931776814230617	B
04:47:59	8975.0234551161	0.009948934197994962	H
04:48:59	8977.8943454268	0.03198755217807694	S
04:49:59	8972.0734356669	-0.06483602430523483	H
04:50:59	8968.0651547424	-0.04467507932520194	B
04:51:59	8968.1781453737	0.0012599220606705531	S
04:52:59	8962.4909702513	-0.06341505521201651	B
04:53:59	8971.395879241	0.09935752258225314	H
04:54:59	8977.8710824108	0.07217609452263546	S
04:55:59	8976.8729503521	-0.01111769204009762	B
04:56:59	8981.0987732938	0.04707455441410335	H
04:57:59	8981.3332305805	0.002610563502515664	S
04:58:59	8979.9801501712	-0.015065473850716923	B
04:59:59	8982.031567857	0.022844345438341494	H
05:00:59	8982.7067821587	0.007517389541543078	H
05:01:59	8984.5710947843	0.020754463780362224	H
05:02:59	8985.2773540065	0.00786080064090055	S
05:03:59	8982.9617402054	-0.025771200040578233	H
05:04:59	8982.2967232896	-0.007403091931493932	B
05:05:59	8982.8046823141	0.005655112942122908	H
05:06:59	8983.4174022767	0.00682103178539672	S
05:07:59	8983.0530240267	-0.004056120668599393	B
05:08:59	8989.2388405519	0.06886095972777498	S
05:09:59	8987.3556193846	-0.020949728900341007	B
05:10:59	8988.8870020434	0.01703930192211148	H
05:11:59	8989.0623265992	0.001950459002982807	H
05:12:59	8989.3112197023	0.0027688438911340264	S
05:13:59	8987.5288664876	-0.019827472551990428	H
05:14:59	8983.5729706088	-0.04401538996498618	H
05:15:59	8972.6683640682	-0.12138384778836038	H
05:16:59	8972.2751313737	-0.004382561335648325	H
05:17:59	8971.4789933449	-0.008873312701008157	H
05:18:59	8968.369539299	-0.034659324824886185	B
05:19:59	8969.4366779724	0.011898915056131191	H
05:20:59	8971.7002395859	0.025236385458390884	H
05:21:59	8972.0039910192	0.0033856618610671645	S
05:22:59	8965.4655901998	-0.07287558973386817	H
05:23:59	8965.3102826549	-0.001732286442200561	H
05:24:59	8961.878520389	-0.038278231959683884	B
05:25:59	8962.8512073801	0.01085360607027019	H
05:26:59	8965.8266116751	0.03319707341064409	S
05:27:59	8965.0084725755	-0.00912508277300707	H
05:28:59	8964.9169175314	-0.0010212488296082727	B
05:29:59	8967.3010578486	0.026594115027845994	S
05:30:59	8961.3754830264	-0.06607980242853788	H
05:31:59	8957.2969343027	-0.045512530207287044	H
05:32:59	8952.7161409575	-0.05114035382322971	B
05:33:59	8961.3373084329	0.09629666952087065	S
05:34:59	8958.6854011549	-0.02959276262822674	B
05:35:59	8960.2790414489	0.01778877393992579	H
05:36:59	8961.0275337235	0.008353448270265802	H
05:37:59	8963.8023757574	0.03096566798234574	H
05:38:59	8965.8453287351	0.022791142553815105	S
05:39:59	8963.865407258	-0.02208293144156149	B
05:40:59	8968.2139774722	0.048512221197337994	S
05:41:59	8967.6962840897	-0.005772536023347973	H
05:42:59	8967.1367957244	-0.0062389307975557	H
05:43:59	8962.9442041694	-0.046755075232030534	H
05:44:59	8959.0636695375	-0.04329531171348016	H
05:45:59	8954.5790194287	-0.05005712956419983	B
05:46:59	8957.7884105115	0.035840781301246245	S
05:47:59	8957.0566724589	-0.008168735619402049	B
05:48:59	8957.9859291402	0.010374576328822117	H
05:49:59	8965.0225938835	0.07855186198058448	H
05:50:59	8969.5444639399	0.050439025769831065	H
05:51:59	8984.2647193273	0.16411374564874334	H
05:52:59	8985.321034126	0.011757387295447185	S
05:53:59	8983.3805975251	-0.021595629065790302	H
05:54:59	8980.9530885558	-0.027022221122067112	H
05:55:59	8975.4504827407	-0.0612697311837824	H
05:56:59	8971.5167746531	-0.04382741674263232	H
05:57:59	8966.2738147002	-0.05844006186014427	B
05:58:59	8970.2101841449	0.04390195443559287	H
05:59:59	8975.5027801937	0.059001917905491016	S
06:00:59	8975.1103695937	-0.0043720180318525285	H
06:01:59	8975.0147028679	-0.0010659114134549074	H
06:02:59	8974.3617026035	-0.007275757043504237	H
06:03:59	8974.1865372538	-0.0019518418747314112	H
06:04:59	8973.5586471603	-0.006996624049354636	B
06:05:59	8975.4006040926	0.020526493498568398	H
06:06:59	8976.9823208772	0.01762279874035503	S
06:07:59	8975.2472956964	-0.01932748799967204	B
06:08:59	8976.523512144	0.014219290071402123	S
06:09:59	8976.2642811383	-0.0028878775324323353	H
06:10:59	8975.1297830275	-0.012638867075064246	H
06:11:59	8967.9087223187	-0.08045633749447778	H
06:12:59	8966.725462676	-0.013194376518959511	B
06:13:59	8968.2284162917	0.01676145457955555	S
06:14:59	8966.1614743824	-0.023047382530380377	H
06:15:59	8962.7407977614	-0.038150959368425774	B
06:16:59	8965.4645989546	0.0303902707292476	S
06:17:59	8964.6279013652	-0.009332450986400218	H
06:18:59	8961.5556890086	-0.03427038344928301	B
06:19:59	8963.9365215979	0.02656717953802194	H
06:20:59	8965.2013526415	0.014110218658423776	S
06:21:59	8963.9765513769	-0.013661726228142294	H
06:22:59	8963.1245722553	-0.009504477356865826	B
06:23:59	8965.2929178206	0.024191849034566257	S
06:24:59	8962.5036856411	-0.031111445047764377	B
06:25:59	8964.3376980819	0.02046317084072137	H
06:26:59	8965.8461745877	0.016827528776863897	H
06:27:59	8967.9780050013	0.023777236103409826	H
06:28:59	8968.1704223812	0.002145604948991532	H
06:29:59	8968.7656218792	0.006636799591978267	H
06:30:59	8969.1350474436	0.004119023508644655	S
06:31:59	8967.2976281542	-0.0204860254604419	B
06:32:59	8968.2327110859	0.010427700411828136	H
06:33:59	8968.3131404254	0.0008968248493378085	H
06:34:59	8969.8569890673	0.017214481895616154	H
06:35:59	8970.931705246	0.011981419324838751	S
06:36:59	8969.4398786372	-0.016629561541823882	B
06:37:59	8970.1706516201	0.008147364749492361	S
06:38:59	8969.6681873111	-0.005601502229049689	H
06:39:59	8968.3925870503	-0.014221264757630364	B
06:40:59	8969.460354647	0.01190589714194382	H
06:41:59	8972.0937447175	0.02935951513666157	H
06:42:59	8972.9446351392	0.009483744217459147	H
06:43:59	8972.9485897583	4.407270144771469e-05	H
06:44:59	8977.2088446522	0.04747887331887808	H
06:45:59	8977.8154554979	0.006757232188724193	H
06:46:59	8980.7502607671	0.03268952546137557	S
06:47:59	8980.1649639621	-0.006517237290933551	H
06:48:59	8979.6922662933	-0.005263797165160912	B
06:49:59	8980.7992787233	0.012327955092133193	H
06:50:59	8981.1272500196	0.0036519165624427823	H
06:51:59	8981.6420167795	0.005731649775924576	S
06:52:59	8981.0914246957	-0.0061301940421564635	H
06:53:59	8981.0550630012	-0.000404869439360802	B
06:54:59	8981.8407607995	0.00874839083813242	H
06:55:59	8982.0349620321	0.002162154036925877	H
06:56:59	8982.9724739656	0.010437633982309591	H
06:57:59	8983.4801761584	0.005651828437328001	S
06:58:59	8982.9847820686	-0.005514500840266697	B
06:59:59	8983.7542897296	0.008566280358571472	S
07:00:59	8983.60483159	-0.0016636490133183175	B
07:01:59	8984.9620807143	0.015108067972077043	H
07:02:59	8985.631120105	0.007446212735113354	H
07:03:59	8987.7599440624	0.023691423884932988	S
07:04:59	8987.7339429138	-0.0002892950942451015	B
07:05:59	8988.7425159807	0.01122166135877642	S
07:06:59	8988.2252618758	-0.005754465699532898	H
07:07:59	8982.3753965266	-0.06508365309903202	H
07:08:59	8979.3299661575	-0.03390451005062645	H
07:09:59	8978.6062730328	-0.008059544837179189	H
07:10:59	8978.5356373208	-0.000786711320797513	B
07:11:59	8978.7780080885	0.002699446518798922	S
07:12:59	8977.8140572368	-0.01073588021479966	H
07:13:59	8977.4983125202	-0.0035169442649015067	H
07:14:59	8974.450682434	-0.0339474314570343	H
07:15:59	8972.6577280462	-0.019978430449334582	H
07:16:59	8972.5588300325	-0.0011022153825358664	B
07:17:59	8972.9330207663	0.00417039041915574	H
07:18:59	8973.2472942025	0.003502460516218519	H
07:19:59	8974.2870704413	0.011587513468752529	H
07:20:59	8974.4295110984	0.0015872086103598056	H
07:21:59	8974.7628881928	0.0037147441404139846	S
07:22:59	8973.4323512412	-0.01482531592395167	B
07:23:59	8973.7515006238	0.0035566032049872643	H
07:24:59	8974.7017937285	0.010589697125366428	H
07:25:59	8975.1453356367	0.004942135331004288	S
07:26:59	8975.0961474396	-0.0005480490316293484	B
07:27:59	8975.291214956	0.0021734309381696176	S
07:28:59	8974.800451522	-0.005467938836145626	B
07:29:59	8975.7090407919	0.010123782415087787	S
07:30:59	8975.0156017185	-0.007725730304413488	B
07:31:59	8975.1952295646	0.0020014209899115397	S
07:32:59	8974.9214458779	-0.0030504482598675805	H
07:33:59	8973.960345758	-0.010708730162116042	B
07:34:59	8974.407465996	0.004982418249845384	S
07:35:59	8973.9676403448	-0.0049008879178688465	H
07:36:59	8973.9098187931	-0.000644325386686991	H
07:37:59	8972.6800055078	-0.013704319634724304	H
07:38:59	8971.9254532373	-0.00840944143820186	B
07:39:59	8972.1640936366	0.00265985713484039	H
07:40:59	8973.4295426101	0.014104166623491564	S
07:41:59	8973.3537015224	-0.0008451739364585243	B
07:42:59	8974.1496709915	0.008870367708414855	H
07:43:59	8974.3993466663	0.002782165263030698	H
07:44:59	8975.4664603595	0.011890641946929214	H
07:45:59	8976.0586701081	0.006598094385573341	S
07:46:59	8967.3772078228	-0.0967179761670977	H
07:47:59	8950.9153006682	-0.1835754956336372	B
07:48:59	8957.8709584998	0.07770890012867708	H
07:49:59	8960.2142368964	0.026158876450174208	H
07:50:59	8962.1779636878	0.02191606963273449	H
07:51:59	8968.0711031724	0.06575566239007666	H
07:52:59	8978.1488232558	0.11237332942013639	S
07:53:59	8976.2908639419	-0.020694236088931825	B
07:54:59	8977.3558014884	0.01186389303379082	H
07:55:59	8978.4352184819	0.012023774231169503	H
07:56:59	8978.9969494886	0.006256446619391186	S
07:57:59	8978.3776410588	-0.0068973008152805665	H
07:58:59	8977.8273486046	-0.006129085634393518	B
07:59:59	8979.1740760708	0.015000594396695847	H
