date-time,pos,price,ts,PnL
30-05-2022 11:00:03,el,30688.7,1653788703,0
31-05-2022 00:24:54,xl,31197.07,1653942294,1.66
31-05-2022 03:00:00,el,31769.52,1653951600,0
31-05-2022 20:43:11,xl,32246.42,1654015391,1.5
31-05-2022 22:00:02,el,32118.56,1654020002,0
01-06-2022 21:00:00,es,30419.63,1654102800,-5.29
01-06-2022 21:21:53,xs,30020.0,1654104113,1.33
01-06-2022 22:00:01,es,30179.68,1654106401,0
02-06-2022 00:28:34,xs,29709.67,1654115314,1.58
02-06-2022 01:00:01,es,29629.09,1654117201,0
06-06-2022 00:00:00,el,30049.86,1654459200,-1.4
06-06-2022 06:00:06,xl,30865.64,1654480806,2.71
06-06-2022 07:00:00,el,30926.11,1654484400,0
06-06-2022 09:00:01,xl,31222.9,1654491601,0.96
06-06-2022 10:00:00,el,31169.04,1654495200,0
06-06-2022 19:00:01,xl,31511.08,1654527601,1.1
07-06-2022 07:00:01,es,29398.53,1654570801,0
08-06-2022 02:00:01,el,31404.64,1654639201,-6.39
08-06-2022 10:00:01,es,30548.9,1654668001,-2.72
10-06-2022 05:00:01,xs,29769.46,1654822801,2.62
10-06-2022 06:00:01,es,29879.46,1654826401,0
10-06-2022 11:00:02,xs,30105.85,1654844402,-0.75
10-06-2022 19:00:01,es,29565.01,1654873201,0
10-06-2022 21:00:02,xs,29043.9,1654880402,1.79
10-06-2022 22:00:00,es,29111.95,1654884000,0
11-06-2022 16:00:01,xs,28734.01,1654948801,1.32
11-06-2022 17:00:00,es,28479.6,1654952400,0
11-06-2022 20:00:02,xs,28407.48,1654963202,0.25
11-06-2022 21:00:01,es,28474.0,1654966801,0
12-06-2022 07:00:01,xs,27414.67,1655002801,3.86
12-06-2022 09:00:00,es,27436.64,1655010000,0
12-06-2022 19:00:03,xs,27814.79,1655046003,-1.36
13-06-2022 04:00:01,es,26571.81,1655078401,0
13-06-2022 04:00:03,xs,26569.24,1655078403,0.01
13-06-2022 05:00:01,es,26299.69,1655082001,0
13-06-2022 06:00:01,xs,25771.6,1655085601,2.05
13-06-2022 07:00:00,es,25341.4,1655089200,0
13-06-2022 07:00:01,xs,25345.14,1655089201,-0.01
13-06-2022 08:00:01,es,25516.22,1655092801,0
13-06-2022 08:00:02,xs,25501.67,1655092802,0.06
13-06-2022 09:00:01,es,25380.48,1655096401,0
13-06-2022 11:00:02,xs,25347.71,1655103602,0.13
13-06-2022 12:00:03,es,24816.21,1655107203,0
13-06-2022 12:00:04,xs,24816.21,1655107204,0.0
13-06-2022 13:00:01,es,24189.03,1655110801,0
13-06-2022 13:00:04,xs,24171.99,1655110804,0.07
13-06-2022 14:00:00,es,24039.58,1655114400,0
13-06-2022 14:00:01,xs,24030.58,1655114401,0.04
13-06-2022 15:00:01,es,24000.02,1655118001,0
13-06-2022 16:00:02,xs,23736.64,1655121602,1.11
13-06-2022 17:00:00,es,23682.68,1655125200,0
13-06-2022 18:00:04,xs,23638.71,1655128804,0.19
13-06-2022 19:00:01,es,22815.88,1655132401,0
13-06-2022 19:00:01,xs,22815.88,1655132401,0.0
13-06-2022 20:00:01,es,23272.6,1655136001,0
14-06-2022 04:00:02,xs,22479.75,1655164802,3.53
14-06-2022 07:00:01,es,21550.99,1655175601,0
14-06-2022 09:00:01,xs,21978.28,1655182801,-1.94
15-06-2022 10:00:00,es,21215.63,1655272800,0
15-06-2022 10:00:02,xs,21231.0,1655272802,-0.07
15-06-2022 11:00:02,es,21344.6,1655276402,0
15-06-2022 12:00:03,xs,20710.55,1655280003,3.06
15-06-2022 13:00:00,es,20259.69,1655283600,0
15-06-2022 13:00:03,xs,20268.8,1655283603,-0.04
15-06-2022 14:00:00,es,20247.08,1655287200,0
15-06-2022 18:00:07,xs,21564.74,1655301607,-6.11
16-06-2022 15:00:04,es,21280.52,1655377204,0
16-06-2022 15:00:05,xs,21272.81,1655377205,0.04
16-06-2022 16:00:01,es,21036.59,1655380801,0
16-06-2022 16:00:02,xs,21035.95,1655380802,0.0
16-06-2022 17:00:01,es,21147.46,1655384401,0
17-06-2022 01:00:01,xs,20701.32,1655413201,2.16
17-06-2022 06:00:01,es,20894.6,1655431201,0
18-06-2022 11:00:04,xs,19430.13,1655535604,7.54
18-06-2022 14:00:01,es,19171.41,1655546401,0
18-06-2022 22:00:01,xs,18625.0,1655575201,2.93
18-06-2022 23:00:00,es,18221.96,1655578800,0
18-06-2022 23:00:01,xs,18221.95,1655578801,0.0
19-06-2022 00:00:03,es,18061.01,1655582403,0
19-06-2022 01:00:01,xs,17813.99,1655586001,1.39
19-06-2022 02:00:00,es,18517.63,1655589600,0
19-06-2022 03:00:01,xs,19196.14,1655593201,-3.53
19-06-2022 17:00:00,el,19344.27,1655643600,0
19-06-2022 23:00:05,xl,20267.45,1655665205,4.77
20-06-2022 01:00:00,el,20639.06,1655672400,0
20-06-2022 01:00:01,xl,20646.59,1655672401,0.04
20-06-2022 02:00:01,el,20407.12,1655676001,0
20-06-2022 14:00:01,xl,20642.93,1655719201,1.16
20-06-2022 17:00:01,el,20555.67,1655730001,0
21-06-2022 11:00:02,xl,21190.66,1655794802,3.09
21-06-2022 12:00:02,el,21122.98,1655798402,0
21-06-2022 18:00:03,xl,21630.01,1655820003,2.4
21-06-2022 19:00:01,el,21595.0,1655823601,0
22-06-2022 11:00:02,xl,20105.25,1655881202,-6.9
22-06-2022 12:00:03,es,20097.19,1655884803,0
23-06-2022 01:00:01,xs,19875.57,1655931601,1.12
23-06-2022 06:00:03,es,20377.34,1655949603,0
24-06-2022 04:00:03,el,21104.75,1656028803,-3.45
24-06-2022 07:00:02,xl,21167.51,1656039602,0.3
24-06-2022 08:00:04,el,21073.04,1656043204,0
24-06-2022 17:00:01,xl,21215.25,1656075601,0.67
24-06-2022 18:00:56,el,21243.15,1656079256,0
25-06-2022 03:00:01,xl,21311.69,1656111601,0.32
25-06-2022 04:00:02,el,21234.89,1656115202,0
25-06-2022 12:00:04,xl,21507.89,1656144004,1.29
25-06-2022 14:00:01,el,21432.69,1656151201,0
26-06-2022 16:00:03,xl,21706.67,1656244803,1.28
26-06-2022 18:00:02,el,21406.36,1656252002,0
27-06-2022 06:00:02,es,21090.54,1656295202,-1.48
27-06-2022 14:00:02,el,21461.98,1656324002,-1.73
27-06-2022 20:00:04,es,20750.71,1656345604,-3.31
28-06-2022 23:00:02,xs,20341.53,1656442802,2.01
29-06-2022 00:00:03,es,20251.01,1656446403,0
29-06-2022 11:00:02,xs,19941.32,1656486002,1.55
29-06-2022 13:00:02,es,19988.56,1656493202,0
30-06-2022 11:00:05,xs,19403.0,1656572405,3.02
30-06-2022 12:00:05,es,19435.58,1656576005,0
30-06-2022 13:00:03,xs,19221.81,1656579603,1.11
30-06-2022 14:00:04,es,19139.83,1656583204,0
30-06-2022 14:00:05,xs,19137.33,1656583205,0.01
30-06-2022 15:00:02,es,19102.93,1656586802,0
30-06-2022 18:00:04,xs,18860.01,1656597604,1.29
30-06-2022 19:00:04,es,19124.38,1656601204,0
01-07-2022 01:00:02,xs,18754.55,1656622802,1.97
01-07-2022 06:00:02,el,20422.72,1656640802,0
03-07-2022 09:00:04,xl,19256.21,1656824404,-5.71
03-07-2022 14:00:01,es,19042.26,1656842401,0
04-07-2022 02:00:01,el,19300.0,1656885601,-1.34
04-07-2022 16:00:03,xl,19823.44,1656936003,2.71
04-07-2022 18:00:00,el,19529.08,1656943200,0
04-07-2022 20:00:01,xl,19801.48,1656950401,1.39
04-07-2022 22:00:01,el,19907.74,1656957601,0
04-07-2022 22:00:01,xl,19907.75,1656957601,0.0
04-07-2022 23:00:00,el,19930.72,1656961200,0
05-07-2022 03:00:02,xl,20165.33,1656975602,1.18
05-07-2022 04:00:02,el,20234.25,1656979202,0
05-07-2022 05:00:02,xl,20399.71,1656982802,0.82
05-07-2022 06:00:01,el,20294.1,1656986401,0
05-07-2022 18:00:02,es,19391.68,1657029602,-4.45
06-07-2022 01:00:01,el,20455.6,1657054801,-5.2
06-07-2022 01:00:04,xl,20467.08,1657054804,0.06
06-07-2022 02:00:01,el,20379.88,1657058401,0
07-07-2022 19:00:02,xl,20926.37,1657206002,2.68
07-07-2022 21:00:00,el,21090.23,1657213200,0
07-07-2022 21:00:02,xl,21088.29,1657213202,-0.01
07-07-2022 22:00:01,el,20910.66,1657216801,0
08-07-2022 00:00:02,xl,21816.61,1657224002,4.33
08-07-2022 01:00:01,el,21624.04,1657227601,0
08-07-2022 06:00:01,xl,22140.23,1657245601,2.39
08-07-2022 07:00:01,el,21990.21,1657249201,0
10-07-2022 08:00:01,es,21291.51,1657425601,-3.18
10-07-2022 18:00:01,xs,21076.94,1657461601,1.02
10-07-2022 20:00:01,es,20899.04,1657468801,0
11-07-2022 06:00:02,xs,20545.38,1657504802,1.72
11-07-2022 08:00:02,es,20540.15,1657512002,0
12-07-2022 02:00:01,xs,20238.83,1657576801,1.49
12-07-2022 05:00:03,es,19815.59,1657587603,0
12-07-2022 12:00:02,xs,19730.22,1657612802,0.43
12-07-2022 13:00:00,es,19773.01,1657616400,0
13-07-2022 00:00:02,xs,19391.01,1657656002,1.97
13-07-2022 02:00:01,es,19347.53,1657663201,0
13-07-2022 17:00:03,xs,19153.77,1657717203,1.01
13-07-2022 19:00:02,es,19580.35,1657724402,0
14-07-2022 05:00:01,el,20312.03,1657760401,-3.6
14-07-2022 15:00:01,es,19781.1,1657796401,-2.61
14-07-2022 23:00:02,el,20701.52,1657825202,-4.45
